UDPV	// User ID
14-1-2021	// Evaluation date
UDLV_HV_09_orientation	14-1-2021	08:36:53:349	// Source file name and timestamp
100.000	// Sampling rate
33.242	// Data capture period

0.020000	// MOE
0.531000	// BslLeft
0.551000	// BslRight


Sample #	RHLBX	RHLBY	RHLBZ	RMALX	RMALY	RMALZ	RMELX	RMELY	RMELZ	LHLBX	LHLBY	LHLBZ	LMALX	LMALY	LMALZ	LMELX	LMELY	LMELZ	LMEMX	LMEMY	LMEMZ	LKNLX	LKNLY	LKNLZ	RKNLX	RKNLY	RKNLZ	LTRCX	LTRCY	LTRCZ	RTRCX	RTRCY	RTRCZ	LeftSuccessCount	RightSuccessCount	TargetHit_Left	TargetHit_Right	LeftCount	TrgtLeft	TrgtRight	LSL	RFx	RFy	RFz	LFx	LFy	LFz	RSL	Trgt	
20	0.134128	-0.959445	0.075055	0.189628	-0.916647	0.089450	0.226349	-0.810569	0.039991	-0.067896	-0.961890	0.071765	-0.114068	-0.912427	0.083452	-0.133778	-0.803776	0.037446	-0.034540	-0.781433	0.044543	-0.126765	-0.888572	0.441331	0.200977	-0.900678	0.441027	-0.145430	-0.872350	0.798937	0.219311	-0.871703	0.812229	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034403	0.003391	0.263790	0.033597	-0.002850	0.280450	NaN	0.342145	
21	0.134167	-0.959471	0.074950	0.189637	-0.916742	0.089357	0.226318	-0.810681	0.039871	-0.067891	-0.961932	0.071709	-0.114045	-0.912458	0.083375	-0.133751	-0.803865	0.037434	-0.034587	-0.781481	0.044474	-0.126690	-0.888751	0.441208	0.200975	-0.900802	0.440883	-0.145428	-0.872539	0.798788	0.219229	-0.871853	0.812043	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.033182	0.005222	0.264095	0.027494	-0.004986	0.281365	NaN	0.342145	
22	0.134193	-0.959498	0.074918	0.189573	-0.916826	0.089320	0.226293	-0.810726	0.039786	-0.067919	-0.962013	0.071703	-0.114115	-0.912673	0.083375	-0.133730	-0.803775	0.037385	-0.034564	-0.781502	0.044434	-0.126773	-0.888973	0.441205	0.200977	-0.900880	0.440834	-0.145469	-0.872750	0.798799	0.219236	-0.871994	0.812068	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.029520	0.012241	0.265011	0.029935	-0.003460	0.281060	NaN	0.342145	
23	0.134175	-0.959483	0.074998	0.189650	-0.916713	0.089428	0.226333	-0.810615	0.039845	-0.067921	-0.961924	0.071766	-0.114037	-0.912496	0.083399	-0.133653	-0.803694	0.037398	-0.034599	-0.781397	0.044446	-0.126764	-0.889029	0.441356	0.200934	-0.900904	0.440905	-0.145516	-0.872923	0.798912	0.219251	-0.872091	0.812136	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.035623	0.008884	0.265011	0.033597	-0.001629	0.281365	NaN	0.342145	
24	0.134137	-0.959467	0.075130	0.189610	-0.916701	0.089511	0.226343	-0.810514	0.039968	-0.067938	-0.961951	0.071876	-0.114007	-0.912305	0.083480	-0.133709	-0.803611	0.037514	-0.034529	-0.781310	0.044503	-0.126857	-0.889085	0.441510	0.200924	-0.900936	0.441042	-0.145500	-0.873072	0.799088	0.219261	-0.872171	0.812283	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034098	0.005832	0.264095	0.031156	-0.005901	0.280755	NaN	0.342145	
25	0.134115	-0.959399	0.075225	0.189630	-0.916602	0.089635	0.226340	-0.810387	0.040075	-0.067901	-0.961841	0.071956	-0.114047	-0.912194	0.083576	-0.133674	-0.803526	0.037592	-0.034612	-0.781251	0.044578	-0.126848	-0.889127	0.441604	0.200973	-0.900953	0.441197	-0.145579	-0.873305	0.799213	0.219318	-0.872232	0.812415	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.028910	0.010410	0.265621	0.029019	-0.004376	0.277398	NaN	0.342145	
26	0.134118	-0.959420	0.075282	0.189668	-0.916596	0.089633	0.226337	-0.810404	0.040118	-0.067942	-0.961890	0.072043	-0.114082	-0.912293	0.083623	-0.133674	-0.803535	0.037594	-0.034643	-0.781278	0.044573	-0.126878	-0.889191	0.441615	0.200964	-0.901007	0.441193	-0.145548	-0.873355	0.799172	0.219283	-0.872388	0.812413	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034403	0.004611	0.265316	0.031461	-0.004681	0.279839	NaN	0.342145	
27	0.134131	-0.959446	0.075197	0.189679	-0.916655	0.089527	0.226308	-0.810477	0.040050	-0.067893	-0.961882	0.071851	-0.114047	-0.912351	0.083510	-0.133709	-0.803660	0.037524	-0.034582	-0.781358	0.044556	-0.126845	-0.889289	0.441502	0.201243	-0.901341	0.441156	-0.145476	-0.873506	0.799011	0.219309	-0.872589	0.812314	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.034403	0.005527	0.265011	0.031461	-0.002850	0.280450	NaN	0.342145	
28	0.134149	-0.959461	0.075051	0.189591	-0.916774	0.089389	0.226302	-0.810615	0.039900	-0.067919	-0.961972	0.071743	-0.114058	-0.912481	0.083374	-0.133752	-0.803824	0.037457	-0.034558	-0.781487	0.044509	-0.126797	-0.889346	0.441357	0.201260	-0.901487	0.440947	-0.145493	-0.873858	0.798833	0.219240	-0.872841	0.812203	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.028604	0.013156	0.266537	0.031766	-0.000714	0.280450	NaN	0.342145	
29	0.134159	-0.959479	0.074923	0.189679	-0.916829	0.089340	0.226316	-0.810735	0.039787	-0.067888	-0.961911	0.071627	-0.114115	-0.912636	0.083348	-0.133740	-0.803792	0.037413	-0.034554	-0.781504	0.044484	-0.126772	-0.889383	0.441296	0.201261	-0.901603	0.440844	-0.145393	-0.874030	0.798806	0.219235	-0.873024	0.812147	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.033487	0.007968	0.266231	0.030545	-0.006512	0.280450	NaN	0.342145	
30	0.134167	-0.959476	0.074939	0.189714	-0.916817	0.089373	0.226306	-0.810691	0.039791	-0.067879	-0.961932	0.071653	-0.114113	-0.912681	0.083386	-0.133718	-0.803814	0.037445	-0.034604	-0.781507	0.044468	-0.126761	-0.889525	0.441346	0.201401	-0.901735	0.440934	-0.145431	-0.874179	0.798818	0.219254	-0.873240	0.812156	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.035013	0.004306	0.265316	0.029019	-0.006207	0.280144	NaN	0.342145	
31	0.134168	-0.959442	0.075018	0.189699	-0.916773	0.089469	0.226394	-0.810599	0.039932	-0.067912	-0.961878	0.071799	-0.114087	-0.912411	0.083489	-0.133651	-0.803707	0.037453	-0.034522	-0.781415	0.044487	-0.126768	-0.889533	0.441502	0.201327	-0.901768	0.440989	-0.146577	-0.875615	0.799342	0.219239	-0.873417	0.812229	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.028604	0.011020	0.266537	0.030851	0.000202	0.279839	NaN	0.342145	
32	0.134141	-0.959435	0.075219	0.189660	-0.916663	0.089572	0.226352	-0.810440	0.040036	-0.067893	-0.961843	0.071886	-0.113998	-0.912240	0.083533	-0.133624	-0.803562	0.037564	-0.034613	-0.781315	0.044493	-0.126755	-0.889537	0.441647	0.201424	-0.901787	0.441116	-0.146773	-0.875942	0.799620	0.219292	-0.873546	0.812400	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.032267	0.008578	0.265011	0.030851	-0.004376	0.279534	NaN	0.342145	
33	0.134124	-0.959396	0.075324	0.189723	-0.916605	0.089648	0.226321	-0.810360	0.040077	-0.067931	-0.961816	0.072044	-0.113987	-0.912071	0.083582	-0.133641	-0.803468	0.037603	-0.034527	-0.781175	0.044608	-0.126805	-0.889577	0.441676	0.201449	-0.901845	0.441244	-0.145739	-0.874715	0.799237	0.219358	-0.873648	0.812504	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.036539	0.009494	0.265316	0.030545	-0.002545	0.279229	NaN	0.342145	
34	0.134129	-0.959393	0.075308	0.189711	-0.916635	0.089645	0.226327	-0.810348	0.040065	-0.067953	-0.961830	0.071989	-0.114040	-0.912144	0.083590	-0.133705	-0.803509	0.037553	-0.034556	-0.781230	0.044569	-0.126765	-0.889544	0.441603	0.201457	-0.901903	0.441196	-0.145572	-0.874639	0.799126	0.219354	-0.873911	0.812536	0.000000	0.000000	0.000000	0.000000	0.000000	0.755447	0.328606	NaN	-0.030130	0.013156	0.264706	0.029325	-0.002850	0.278313	NaN	0.342145	
